Order Date,Row ID,Order ID,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit
07/01/2020,7374,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,Supplies,110.11,7,0,31.93
07/01/2020,7375,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-FA-10003112,Staples,Office Supplies,Fasteners,7.89,1,0,3.55
08/01/2020,2290,CA-2017-115154,First Class,RS-19420,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,Tables,892.98,2,0,80.37
09/01/2020,7221,CA-2017-154760,Standard Class,BP-11290,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,274.49,3,0.7,-228.74
12/01/2020,1846,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,Xerox 195,Office Supplies,Paper,40.08,6,0,19.24
12/01/2020,1847,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,37.68,2,0,15.83
12/01/2020,5900,CA-2017-108000,Standard Class,LS-16945,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002621,Staple envelope,Office Supplies,Envelopes,9.78,1,0,4.89
12/01/2020,8641,US-2017-148551,Standard Class,DB-13120,Corporate,United States,Dallas,Texas,75217,Central,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,760.98,5,0.8,-1141.47
13/01/2020,6619,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-PA-10004983,Xerox 23,Office Supplies,Paper,32.40,5,0,15.55
13/01/2020,6620,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,209.94,6,0,54.58
13/01/2020,6621,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,4164.05,5,0,83.28
13/01/2020,6622,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,212.94,3,0,53.24
14/01/2020,1183,CA-2017-138779,First Class,RB-19570,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,21.74,1,0.2,7.34
14/01/2020,1184,CA-2017-138779,First Class,RB-19570,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones,7.92,5,0.2,0.69
14/01/2020,4165,US-2017-106131,First Class,TP-21565,Corporate,United States,Aurora,Colorado,80013,West,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,169.06,7,0.2,-14.79
14/01/2020,4166,US-2017-106131,First Class,TP-21565,Corporate,United States,Aurora,Colorado,80013,West,OFF-ST-10003638,Mobile Personal File Cube,Office Supplies,Storage,168.62,9,0.2,14.75
14/01/2020,4910,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,18.34,3,0.2,6.65
14/01/2020,4911,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Xerox 1931,Office Supplies,Paper,36.29,7,0.2,12.70
14/01/2020,4912,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,111.98,2,0.2,7.00
14/01/2020,4913,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,5.97,5,0.7,-4.58
14/01/2020,4914,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,2.51,2,0.7,-1.84
14/01/2020,6980,CA-2017-149076,Standard Class,SO-20335,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000483,Xerox 19,Office Supplies,Paper,154.90,5,0,69.71
14/01/2020,9859,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,67.40,5,0,17.52
14/01/2020,9860,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,Fasteners,2.52,2,0,0.10
14/01/2020,9861,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,67.80,4,0,1.36
14/01/2020,9862,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10002562,Staple magnet,Office Supplies,Storage,18.76,2,0,5.25
14/01/2020,9863,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,12.12,4,0,2.55
14/01/2020,9864,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-PA-10004156,Xerox 188,Office Supplies,Paper,11.34,1,0,5.56
14/01/2020,9865,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,159.80,4,0,70.31
14/01/2020,9866,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,18.96,2,0,8.53
15/01/2020,2767,CA-2017-167752,First Class,RW-19690,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,34.38,1,0.2,3.87
15/01/2020,2768,CA-2017-167752,First Class,RW-19690,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,1924.16,8,0.2,312.68
15/01/2020,3954,CA-2017-152961,Standard Class,SC-20095,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,12.70,2,0,5.84
15/01/2020,5068,CA-2017-160934,Standard Class,TT-21460,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003504,Newell 347,Office Supplies,Art,21.40,5,0,6.21
15/01/2020,6384,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,32.78,4,0.8,-52.45
15/01/2020,6385,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,47.98,2,0.2,14.40
15/01/2020,6386,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,62.59,8,0.2,13.30
15/01/2020,6387,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,4.28,1,0.8,-6.63
16/01/2020,5272,CA-2017-125913,Same Day,JO-15145,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,27.92,4,0,8.10
16/01/2020,5273,CA-2017-125913,Same Day,JO-15145,Corporate,United States,Los Angeles,California,90008,West,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,399.67,7,0.2,-14.99
16/01/2020,6521,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,5443.96,4,0,2504.22
16/01/2020,6522,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,302.67,3,0,72.64
16/01/2020,6523,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,56.07,7,0,25.23
19/01/2020,1885,CA-2017-154718,Second Class,DL-12865,Consumer,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Avery 510,Office Supplies,Labels,6.00,2,0.2,2.10
19/01/2020,9116,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,429.60,2,0.4,-93.08
19/01/2020,9117,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,31.97,2,0.2,6.39
19/01/2020,9118,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,887.27,3,0.3,-63.38
19/01/2020,9119,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,21.70,4,0.2,7.05
19/01/2020,9387,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-PA-10000157,Xerox 191,Office Supplies,Paper,79.92,4,0,37.56
19/01/2020,9388,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,12.28,1,0,5.77
19/01/2020,9389,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,542.94,3,0,152.02
19/01/2020,9390,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,2.04,1,0,0.96
20/01/2020,440,CA-2017-157252,Second Class,CV-12805,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,207.85,3,0.1,2.31
20/01/2020,1659,CA-2017-161809,Standard Class,TH-21100,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,160.78,3,0.2,10.05
20/01/2020,2408,CA-2017-144589,Standard Class,TM-21010,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art,24.20,5,0,7.99
20/01/2020,2409,CA-2017-144589,Standard Class,TM-21010,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,359.98,3,0.2,130.49
20/01/2020,5425,US-2017-120649,Standard Class,JF-15490,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-AR-10001545,Newell 326,Office Supplies,Art,3.52,2,0,1.02
20/01/2020,7408,CA-2017-152079,First Class,ML-17410,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001613,Avery File Folder Labels,Office Supplies,Labels,11.52,5,0.2,4.18
21/01/2020,733,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,242.94,3,0,9.72
21/01/2020,734,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Logitech Illuminated - Keyboard,Technology,Accessories,179.97,3,0,86.39
21/01/2020,735,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,99.70,6,0.2,33.65
21/01/2020,736,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,27.94,4,0.2,9.43
21/01/2020,737,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,84.98,1,0,18.70
21/01/2020,738,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,18.72,5,0.2,6.55
21/01/2020,1096,CA-2017-160423,Standard Class,PS-19045,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,348.21,7,0.2,30.47
21/01/2020,1097,CA-2017-160423,Standard Class,PS-19045,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10004001,GBC Recycled VeloBinder Covers,Office Supplies,Binders,35.78,7,0.7,-28.63
21/01/2020,2680,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,14.40,5,0,7.06
21/01/2020,2681,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,619.95,5,0,111.59
21/01/2020,2682,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,89.52,4,0,42.07
21/01/2020,2683,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-MA-10002981,I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,350.97,3,0.1,152.09
21/01/2020,2684,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones,164.99,1,0,49.50
21/01/2020,9745,CA-2017-141782,Standard Class,BE-11410,Consumer,United States,Aurora,Illinois,60505,Central,OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,268.58,4,0.2,90.64
22/01/2020,516,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,2999.95,5,0,1379.98
22/01/2020,517,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,51.45,3,0,13.89
22/01/2020,518,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,11.96,2,0,5.38
22/01/2020,519,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,1126.02,3,0,56.30
22/01/2020,7984,CA-2017-152499,Second Class,EH-13765,Corporate,United States,Chicago,Illinois,60623,Central,OFF-FA-10002975,Staples,Office Supplies,Fasteners,15.12,5,0.2,4.91
22/01/2020,7985,CA-2017-152499,Second Class,EH-13765,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AR-10003481,Newell 348,Office Supplies,Art,7.87,3,0.2,0.89
23/01/2020,523,CA-2017-145142,First Class,MC-17605,Corporate,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,210.98,2,0,21.10
23/01/2020,6357,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,19.68,5,0.2,6.89
23/01/2020,6358,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004621,Xerox 212,Office Supplies,Paper,25.92,4,0,12.44
23/01/2020,6359,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002262,Xerox 192,Office Supplies,Paper,6.48,1,0,3.11
23/01/2020,6360,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,86.35,6,0.2,8.64
23/01/2020,9654,CA-2017-161893,Standard Class,HP-14815,Home Office,United States,Tucson,Arizona,85705,West,TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,95.98,2,0.2,12.00
23/01/2020,9655,CA-2017-161893,Standard Class,HP-14815,Home Office,United States,Tucson,Arizona,85705,West,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,Binders,4.94,2,0.7,-3.62
24/01/2020,2376,CA-2017-119669,Standard Class,TP-21130,Consumer,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,5.67,3,0,0.11
24/01/2020,9596,CA-2017-104619,Standard Class,KD-16495,Corporate,United States,San Jose,California,95123,West,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,25.86,3,0,6.72
24/01/2020,9597,CA-2017-104619,Standard Class,KD-16495,Corporate,United States,San Jose,California,95123,West,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,276.78,2,0.2,89.95
24/01/2020,9598,CA-2017-104619,Standard Class,KD-16495,Corporate,United States,San Jose,California,95123,West,TEC-PH-10000193,Jensen SMPS-640 - speaker phone,Technology,Phones,110.35,3,0.2,8.28
26/01/2020,2834,CA-2017-134649,Second Class,CA-11965,Corporate,United States,Hoover,Alabama,35244,South,OFF-AR-10001547,Newell 311,Office Supplies,Art,15.47,7,0,4.18
26/01/2020,2835,CA-2017-134649,Second Class,CA-11965,Corporate,United States,Hoover,Alabama,35244,South,OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,Binders,7.16,2,0,3.44
26/01/2020,5492,CA-2017-164098,First Class,CG-12520,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,18.16,2,0.2,1.82
26/01/2020,7820,CA-2017-150469,Standard Class,CJ-12010,Consumer,United States,San Francisco,California,94109,West,OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,11.84,8,0,5.68
26/01/2020,8312,US-2017-105935,Standard Class,BD-11500,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10002157,Artistic Insta-Plaque,Furniture,Furnishings,62.72,4,0,24.46
26/01/2020,8313,US-2017-105935,Standard Class,BD-11500,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001459,Samsung Galaxy Mega 6.3,Technology,Phones,2939.93,7,0,764.38
27/01/2020,2169,CA-2017-117870,Second Class,JH-15820,Consumer,United States,Kent,Ohio,44240,East,OFF-AR-10004078,Newell 312,Office Supplies,Art,14.02,3,0.2,1.75
27/01/2020,2170,CA-2017-117870,Second Class,JH-15820,Consumer,United States,Kent,Ohio,44240,East,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories,71.98,3,0.2,-9.00
27/01/2020,2171,CA-2017-117870,Second Class,JH-15820,Consumer,United States,Kent,Ohio,44240,East,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,107.98,3,0.4,-27.00
27/01/2020,7222,US-2017-104437,Standard Class,TG-21310,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000193,Jensen SMPS-640 - speaker phone,Technology,Phones,137.94,3,0,35.86
28/01/2020,1415,CA-2017-115994,Second Class,BT-11305,Home Office,United States,Costa Mesa,California,92627,West,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,239.97,3,0,26.40
28/01/2020,1416,CA-2017-115994,Second Class,BT-11305,Home Office,United States,Costa Mesa,California,92627,West,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,37.74,3,0,12.83
